,Condition,Concentration,Time,splist,sp1OD,sp2OD,sp3OD,sp4OD,sp5OD,sp6OD,sp7OD,sp8OD,sp9OD,sp10OD,sp11OD,sp12OD,sp13OD,sp14OD,Antibiotic
38,SEHE81_1,0.375,17,[1],0.2689397028045207,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Metronidazole
95,SEHE81_1,6.0,17,[1],0.017584487534626037,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
96,SEHE81_1,6.0,17,[1],0.020790733590733593,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
97,SEHE81_1,6.0,17,[1],0.022288275862068965,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
98,SEHE81_2,6.0,17,"[1, 3, 4, 8]",0.004096184971098266,0,0.07603662427745665,0.0008954450867052023,0,0.0,0.0,0.0013145895953757224,0.0,0,0,0,0.0,0.0,Vancomycin
99,SEHE81_2,6.0,17,"[1, 3, 4, 8]",0.004193287214962848,0,0.07847747886241352,0.0009559825775044835,0,0.0,0.0,0.000977709454265949,0.0,0,0,0,0.0,0.0,Vancomycin
100,SEHE81_2,6.0,17,"[1, 3, 4, 8]",0.0033163398692810458,0,0.08071633986928103,0.0010398692810457517,0,0.0,0.0,0.0008150326797385619,0.0,0,0,0,0.0,0.0,Vancomycin
101,SEHE81_2,6.0,17,"[1, 3, 4, 8]",0.0028923582898046046,0,0.07791789514412846,0.0007989940027084544,0,0.0,0.0,0.0008948732830334689,0.0,0,0,0,0.0,0.0,Vancomycin
102,SEHE81_3,6.0,17,"[1, 3, 4, 6, 8]",0.0027702164804469277,0,0.0656453561452514,0.0005640712290502794,0,0.0019053072625698324,0.0,0.0008147695530726257,0.0,0,0,0,0.0,0.0,Vancomycin
103,SEHE81_3,6.0,17,"[1, 3, 4, 6, 8]",0.0032906658068676447,0,0.06898210543285507,0.0006581331613735289,0,0.0018403353216185716,0.0,0.0007921973238755441,0.0,0,0,0,0.0,0.0,Vancomycin
104,SEHE81_3,6.0,17,"[1, 3, 4, 6, 8]",0.002805607221006565,0,0.07249431072210065,0.0005912199124726477,0,0.00196714989059081,0.0,0.0007202133479212254,0.0,0,0,0,0.0,0.0,Vancomycin
105,SEHE81_3,6.0,17,"[1, 3, 4, 6, 8]",0.00381768216516308,0,0.07972147120055514,0.0008632338653712696,0,0.0020912144344205404,0.0,0.0010456072172102702,0.0,0,0,0,0.0,0.0,Vancomycin
106,SEHE81_1,3.0,17,[1],0.01721945945945945,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
107,SEHE81_1,3.0,17,[1],0.018786692759295495,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
108,SEHE81_1,3.0,17,[1],0.02982910798122064,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
109,SEHE81_1,3.0,17,[1],0.023730196078431364,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
110,SEHE81_2,3.0,17,"[1, 3, 4, 8]",0.0030356313993174064,0,0.07686552901023891,0.0005848464163822527,0,0.0,0.0,0.0011139931740614336,0.0,0,0,0,0.0,0.0,Vancomycin
111,SEHE81_2,3.0,17,"[1, 3, 4, 8]",0.0029488010369410236,0,0.07329876863253401,0.0008088139987038235,0,0.0,0.0,0.0008930654569021385,0.0,0,0,0,0.0,0.0,Vancomycin
112,SEHE81_2,3.0,17,"[1, 3, 4, 8]",0.003242007299270073,0,0.07923711678832115,0.000752883211678832,0,0.0,0.0,0.0008758029197080292,0.0,0,0,0,0.0,0.0,Vancomycin
113,SEHE81_2,3.0,17,"[1, 3, 4, 8]",0.002599692885173178,0,0.08158362054256951,0.0006864357618153897,0,0.0,0.0,0.0006718307456065516,0.0,0,0,0,0.0,0.0,Vancomycin
114,SEHE81_3,3.0,17,"[1, 3, 4, 6, 8]",0.0027574735449735436,0,0.06320449735449733,0.0006865079365079361,0,0.001956547619047618,0.0,0.0005034391534391531,0.0,0,0,0,0.0,0.0,Vancomycin
115,SEHE81_3,3.0,17,"[1, 3, 4, 6, 8]",0.002311984021304927,0,0.06648741677762983,0.0004886151797603196,0,0.0016565246338215711,0.0,0.0006197070572569906,0.0,0,0,0,0.0,0.0,Vancomycin
116,SEHE81_3,3.0,17,"[1, 3, 4, 6, 8]",0.0029401472017775306,0,0.0731745590890154,0.0005046521316483822,0,0.0017443410637411466,0.0,0.0005375642271906679,0.0,0,0,0,0.0,0.0,Vancomycin
117,SEHE81_3,3.0,17,"[1, 3, 4, 6, 8]",0.003191196420839948,0,0.07531935344205512,0.0006524751046327031,0,0.0021946889883100013,0.0,0.0007473805743974599,0.0,0,0,0,0.0,0.0,Vancomycin
118,SEHE81_1,1.5,17,[1],0.019998575498575498,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
119,SEHE81_1,1.5,17,[1],0.02253147751605996,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
120,SEHE81_1,1.5,17,[1],0.022029791894852137,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
121,SEHE81_1,1.5,17,[1],0.019919999999999986,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
122,SEHE81_2,1.5,17,"[1, 3, 4, 8]",0.003088430947216196,0,0.06511229211858278,0.0009443962400578451,0,0.0,0.0,0.0013783080260303688,0.0,0,0,0,0.0,0.0,Vancomycin
123,SEHE81_2,1.5,17,"[1, 3, 4, 8]",0.0034306612318840577,0,0.06609307065217392,0.0009918025362318842,0,0.0,0.0,0.0012356884057971014,0.0,0,0,0,0.0,0.0,Vancomycin
124,SEHE81_2,1.5,17,"[1, 3, 4, 8]",0.003215313225058005,0,0.06870116009280743,0.000780046403712297,0,0.0,0.0,0.0010273781902552204,0.0,0,0,0,0.0,0.0,Vancomycin
125,SEHE81_2,1.5,17,"[1, 3, 4, 8]",0.003154767339771729,0,0.07361123792800701,0.0006088147497805091,0,0.0,0.0,0.0013698331870061454,0.0,0,0,0,0.0,0.0,Vancomycin
126,SEHE81_3,1.5,17,"[1, 3, 4, 6, 8]",0.0027139900344959754,0,0.06073192794174013,0.000512073591414335,0,0.0020738980452280568,0.0,0.0006912993484093522,0.0,0,0,0,0.0,0.0,Vancomycin
130,SEHE81_1,0.75,17,[1],0.016115527230590954,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
131,SEHE81_1,0.75,17,[1],0.016079757085020234,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
132,SEHE81_1,0.75,17,[1],0.021655269709543568,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
133,SEHE81_1,0.75,17,[1],0.02013402868318121,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
134,SEHE81_2,0.75,17,"[1, 3, 4, 8]",0.0048828424852745585,0,0.05960387611628349,0.0008852745582367472,0,0.0,0.0,0.00735884476534296,0.0,0,0,0,0.0,0.0,Vancomycin
135,SEHE81_2,0.75,17,"[1, 3, 4, 8]",0.004721985513421389,0,0.0644250532594802,0.0008585428206220707,0,0.0,0.0,0.010525734980826587,0.0,0,0,0,0.0,0.0,Vancomycin
136,SEHE81_2,0.75,17,"[1, 3, 4, 8]",0.003869860279441118,0,0.06764870259481037,0.0008714570858283433,0,0.0,0.0,0.008877045908183633,0.0,0,0,0,0.0,0.0,Vancomycin
140,SEHE81_3,0.75,17,"[1, 3, 4, 6, 8]",0.00460641975308642,0,0.07167473251028808,0.0005794238683127572,0,0.0024046090534979424,0.0,0.008662386831275721,0.0,0,0,0,0.0,0.0,Vancomycin
141,SEHE81_3,0.75,17,"[1, 3, 4, 6, 8]",0.005157434402332362,0,0.09866763848396502,0.0006932944606413995,0,0.002654810495626822,0.0,0.014576093294460642,0.0,0,0,0,0.0,0.0,Vancomycin
142,SEHE81_1,0.375,17,[1],0.08735787064382754,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
143,SEHE81_1,0.375,17,[1],0.1107371971092532,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
144,SEHE81_1,0.375,17,[1],0.08576342710997442,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
145,SEHE81_1,0.375,17,[1],0.10776377079482441,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
146,SEHE81_2,0.375,17,"[1, 3, 4, 8]",0.15019468388646945,0,0.06903739300195225,0.0008437903589127498,0,0.0,0.0,0.03505565400210242,0.0,0,0,0,0.0,0.0,Vancomycin
147,SEHE81_2,0.375,17,"[1, 3, 4, 8]",0.19803359336099582,0,0.06762004979253111,0.0006757178423236514,0,0.0,0.0,0.023891452282157673,0.0,0,0,0,0.0,0.0,Vancomycin
148,SEHE81_2,0.375,17,"[1, 3, 4, 8]",0.17114823151125402,0,0.0722468284127448,0.0008759719380298157,0,0.0,0.0,0.0404198479976615,0.0,0,0,0,0.0,0.0,Vancomycin
149,SEHE81_2,0.375,17,"[1, 3, 4, 8]",0.218761247637051,0,0.07776153119092627,0.0005359168241965973,0,0.0,0.0,0.04260538752362948,0.0,0,0,0,0.0,0.0,Vancomycin
150,SEHE81_3,0.375,17,"[1, 3, 4, 6, 8]",0.20110633616118767,0,0.07164062831389183,0.0006006760339342523,0,0.0013214872746553552,0.0,0.02707046659597031,0.0,0,0,0,0.0,0.0,Vancomycin
151,SEHE81_3,0.375,17,"[1, 3, 4, 6, 8]",0.210479571197411,0,0.07385173948220065,0.00042273462783171524,0,0.0013104773462783172,0.0,0.026928195792880256,0.0,0,0,0,0.0,0.0,Vancomycin
152,SEHE81_3,0.375,17,"[1, 3, 4, 6, 8]",0.20703428571428573,0,0.0719457142857143,0.00026000000000000003,0,0.001522857142857143,0.0,0.02302857142857143,0.0,0,0,0,0.0,0.0,Vancomycin
153,SEHE81_3,0.375,17,"[1, 3, 4, 6, 8]",0.20491452913985317,0,0.10862557781201848,0.000601015136408955,0,0.0019928396628296928,0.0,0.03239155261488262,0.0,0,0,0,0.0,0.0,Vancomycin
154,SEHE81_1,0.1875,17,[1],0.29977308506136263,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
155,SEHE81_1,0.1875,17,[1],0.2989029220779221,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
156,SEHE81_1,0.1875,17,[1],0.291605049594229,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
157,SEHE81_1,0.1875,17,[1],0.28369086556169426,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
158,SEHE81_2,0.1875,17,"[1, 3, 4, 8]",0.28044942452705396,0,0.07400902235745471,0.006687895224236012,0,0.0,0.0,0.05576930810953831,0.0,0,0,0,0.0,0.0,Vancomycin
159,SEHE81_2,0.1875,17,"[1, 3, 4, 8]",0.28559608870263675,0,0.06809764274489263,0.0064243059193294936,0,0.0,0.0,0.04796815086432689,0.0,0,0,0,0.0,0.0,Vancomycin
160,SEHE81_2,0.1875,17,"[1, 3, 4, 8]",0.27121593046791287,0,0.07771091796642457,0.00873644481485891,0,0.0,0.0,0.047060959638052145,0.0,0,0,0,0.0,0.0,Vancomycin
161,SEHE81_2,0.1875,17,"[1, 3, 4, 8]",0.2662658639765701,0,0.08875528799219004,0.012854214123006833,0,0.0,0.0,0.049036446469248283,0.0,0,0,0,0.0,0.0,Vancomycin
162,SEHE81_3,0.1875,17,"[1, 3, 4, 6, 8]",0.13433387555917037,0,0.0782732818218788,0.005786498576657177,0,0.19362993086620578,0.0,0.04641642944286295,0.0,0,0,0,0.0,0.0,Vancomycin
163,SEHE81_3,0.1875,17,"[1, 3, 4, 6, 8]",0.12111262061960386,0,0.09186433468765871,0.005296470289487049,0,0.19485125698324024,0.0,0.05002221940071103,0.0,0,0,0,0.0,0.0,Vancomycin
164,SEHE81_3,0.1875,17,"[1, 3, 4, 6, 8]",0.11570372008324661,0,0.09184665712799168,0.007588124349635795,0,0.206639802289282,0.0,0.04431464620187305,0.0,0,0,0,0.0,0.0,Vancomycin
165,SEHE81_3,0.1875,17,"[1, 3, 4, 6, 8]",0.09768588145510049,0,0.08907646909183414,0.013842584584075298,0,0.20184288984991097,0.0,0.039276926990587636,0.0,0,0,0,0.0,0.0,Vancomycin
166,SEHE81_1,0.09375,17,[1],0.3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
167,SEHE81_1,0.09375,17,[1],0.2971954641350211,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
168,SEHE81_1,0.09375,17,[1],0.2965,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
169,SEHE81_1,0.09375,17,[1],0.2872557711609234,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
170,SEHE81_2,0.09375,17,"[1, 3, 4, 8]",0.26066592143085277,0,0.060076652826572985,0.029170552539124876,0,0.0,0.0,0.0678198658575535,0.0,0,0,0,0.0,0.0,Vancomycin
171,SEHE81_2,0.09375,17,"[1, 3, 4, 8]",0.24954219973267136,0,0.06621777735344662,0.02972407867099484,0,0.0,0.0,0.06170469734580866,0.0,0,0,0,0.0,0.0,Vancomycin
172,SEHE81_2,0.09375,17,"[1, 3, 4, 8]",0.2418530013192612,0,0.06995966358839051,0.029463654353562005,0,0.0,0.0,0.05892730870712401,0.0,0,0,0,0.0,0.0,Vancomycin
173,SEHE81_2,0.09375,17,"[1, 3, 4, 8]",0.24211556046035,0,0.08442101529244836,0.03318169635819013,0,0.0,0.0,0.0534557780230175,0.0,0,0,0,0.0,0.0,Vancomycin
174,SEHE81_3,0.09375,17,"[1, 3, 4, 6, 8]",0.08809066420176945,0,0.08182429684405122,0.023920652317443548,0,0.2154666314538492,0.0,0.046033698666314536,0.0,0,0,0,0.0,0.0,Vancomycin
175,SEHE81_3,0.09375,17,"[1, 3, 4, 6, 8]",0.08265372928176795,0,0.09178881215469613,0.021648895027624307,0,0.21273480662983424,0.0,0.04342292817679558,0.0,0,0,0,0.0,0.0,Vancomycin
176,SEHE81_3,0.09375,17,"[1, 3, 4, 6, 8]",0.07884186046511628,0,0.08763647490820074,0.01988078335373317,0,0.22475813953488374,0.0,0.04310599755201959,0.0,0,0,0,0.0,0.0,Vancomycin
177,SEHE81_3,0.09375,17,"[1, 3, 4, 6, 8]",0.05918642147951336,0,0.08775106978045029,0.02251082366102643,0,0.206123912739477,0.0,0.04390492238847714,0.0,0,0,0,0.0,0.0,Vancomycin
178,SEHE81_1,0.0,17,[1],0.2887912274096386,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
179,SEHE81_1,0.0,17,[1],0.29435770741286205,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
180,SEHE81_1,0.0,17,[1],0.2925952805453592,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
181,SEHE81_1,0.0,17,[1],0.28967465397923875,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,Vancomycin
182,SEHE81_2,0.0,17,"[1, 3, 4, 8]",0.2535293984962406,0,0.06091957894736842,0.02876757894736842,0,0.0,0.0,0.05813951879699248,0.0,0,0,0,0.0,0.0,Vancomycin
183,SEHE81_2,0.0,17,"[1, 3, 4, 8]",0.2588164741847826,0,0.06262452445652174,0.027322146739130436,0,0.0,0.0,0.0493015964673913,0.0,0,0,0,0.0,0.0,Vancomycin
184,SEHE81_2,0.0,17,"[1, 3, 4, 8]",0.2558943535945696,0,0.064034865782166,0.03125146559703795,0,0.0,0.0,0.045345263807466826,0.0,0,0,0,0.0,0.0,Vancomycin
185,SEHE81_2,0.0,17,"[1, 3, 4, 8]",0.2350846759756534,0,0.08157762262799857,0.030528607232366632,0,0.0,0.0,0.054649087003222345,0.0,0,0,0,0.0,0.0,Vancomycin
186,SEHE81_3,0.0,17,"[1, 3, 4, 6, 8]",0.07590596480763495,0,0.09695323590814195,0.02186200417536534,0,0.21929898598270206,0.0,0.040465076051297344,0.0,0,0,0,0.0,0.0,Vancomycin
187,SEHE81_3,0.0,17,"[1, 3, 4, 6, 8]",0.07918723778788322,0,0.09044227666128796,0.025792797418219156,0,0.214448687105765,0.0,0.04636004107378612,0.0,0,0,0,0.0,0.0,Vancomycin
188,SEHE81_3,0.0,17,"[1, 3, 4, 6, 8]",0.07521343562374917,0,0.09382170780520348,0.023350380253502334,0,0.2213183855903936,0.0,0.035715877251501,0.0,0,0,0,0.0,0.0,Vancomycin
189,SEHE81_3,0.0,17,"[1, 3, 4, 6, 8]",0.08846477625166149,0,0.08600742135578202,0.025556490917146655,0,0.20769563579973416,0.0,0.03558249889233496,0.0,0,0,0,0.0,0.0,Vancomycin
190,SEHE81_4,6.0,17,"[1, 3, 4, 8, 9]",0.0022560342193706077,0,0.016785212343415824,0.0007228842040941031,0,0.0,0.0,0.0013981057134127709,0.004790100824931255,0,0,0,0.0,0.0,Vancomycin
191,SEHE81_4,6.0,17,"[1, 3, 4, 8, 9]",0.0019401197604790419,0,0.018673652694610778,0.0004446107784431138,0,0.0,0.0,0.0004041916167664671,0.005456586826347306,0,0,0,0.0,0.0,Vancomycin
192,SEHE81_4,6.0,17,"[1, 3, 4, 8, 9]",0.0135,0,0.0,0.0,0,0.0,0.0,0.0,0.00675,0,0,0,0.0,0.0,Vancomycin
193,SEHE81_5,6.0,17,"[1, 3, 4, 8, 13]",0.0019521492678318375,0,0.006889938592347662,0.0008038261691072272,0,0.0,0.0,0.0009186584789796883,0.0,0,0,0,0.23230576287198867,0.0,Vancomycin
194,SEHE81_5,6.0,17,"[1, 3, 4, 8, 13]",0.004145122897800777,0,0.007566494178525228,0.0010527296248382925,0,0.0,0.0,0.0008553428201811126,0.0,0,0,0,0.24068031047865462,0.0,Vancomycin
195,SEHE81_5,6.0,17,"[1, 3, 4, 8, 13]",0.0029564670972246467,0,0.008560516669575843,0.0004853901204398674,0,0.0,0.0,0.00105903299005062,0.0,0,0,0,0.23951796124978184,0.0,Vancomycin
196,SEHE81_5,6.0,17,"[1, 3, 4, 8, 13]",0.00292331755505248,0,0.008051944844618235,0.0002564313644782877,0,0.0,0.0,0.0005128627289565754,0.0,0,0,0,0.23735287096110314,0.0,Vancomycin
197,SEHE81_6,6.0,17,"[1, 3, 4, 7, 8, 14]",0.0021736716132120634,0,0.006571565342269029,0.0008088080421254189,0,0.0,0.30390962182862613,0.0008593585447582576,0.0,0,0,0,0.0,0.0023253231211105793,Vancomycin
198,SEHE81_6,6.0,17,"[1, 3, 4, 7, 8, 14]",0.0022130625109437925,0,0.005590894764489582,0.00046590789704079846,0,0.0,0.32118525652250046,0.000873577306951497,0.0,0,0,0,0.0,0.0022713009980738926,Vancomycin
199,SEHE81_6,6.0,17,"[1, 3, 4, 7, 8, 14]",0.0028226870474658086,0,0.00644424778761062,0.0004260659694288013,0,0.0,0.31741914722445697,0.0005325824617860016,0.0,0,0,0,0.0,0.00324875301689461,Vancomycin
200,SEHE81_6,6.0,17,"[1, 3, 4, 7, 8, 14]",0.0032525252525252525,0,0.0071013468013468,0.0007589225589225587,0,0.0,0.3069841750841751,0.0009757575757575756,0.0,0,0,0,0.0,0.0028188552188552186,Vancomycin
201,SEHE81_4,3.0,17,"[1, 3, 4, 8, 9]",0.0015416666666666669,0,0.014771969696969698,0.0006446969696969697,0,0.0,0.0,0.0009810606060606062,0.004232575757575758,0,0,0,0.0,0.0,Vancomycin
202,SEHE81_4,3.0,17,"[1, 3, 4, 8, 9]",0.0021586073500967115,0,0.013292843326885878,0.0007450676982591875,0,0.0,0.0,0.001141972920696325,0.004233655705996131,0,0,0,0.0,0.0,Vancomycin
203,SEHE81_4,3.0,17,"[1, 3, 4, 8, 9]",0.00557855402112104,0,0.035795721635526676,0.0021801245599783374,0,0.0,0.0,0.00278927701056052,0.012744110479285134,0,0,0,0.0,0.0,Vancomycin
204,SEHE81_4,3.0,17,"[1, 3, 4, 8, 9]",0.040707185628742516,0,0.19783173652694613,0.010241616766467067,0,0.0,0.0,0.022816766467065874,0.0740248502994012,0,0,0,0.0,0.0,Vancomycin
205,SEHE81_5,3.0,17,"[1, 3, 4, 8, 13]",0.013372527472527472,0,0.02664139194139194,0.004146520146520147,0,0.0,0.0,0.004042857142857142,0.0,0,0,0,0.3478930402930403,0.0,Vancomycin
206,SEHE81_5,3.0,17,"[1, 3, 4, 8, 13]",0.011427659574468084,0,0.023727659574468082,0.0037510638297872344,0,0.0,0.0,0.004012765957446808,0.0,0,0,0,0.3258191489361702,0.0,Vancomycin
207,SEHE81_5,3.0,17,"[1, 3, 4, 8, 13]",0.012353936450111312,0,0.025310503946569515,0.003992430682048168,0,0.0,0.0,0.005197692774741955,0.0,0,0,0,0.32511944950414895,0.0,Vancomycin
208,SEHE81_5,3.0,17,"[1, 3, 4, 8, 13]",0.008915476784822766,0,0.023529505741387922,0.003033100349475787,0,0.0,0.0,0.004136045931103346,0.0,0,0,0,0.3283101347978033,0.0,Vancomycin
209,SEHE81_6,3.0,17,"[1, 3, 4, 7, 8, 14]",0.002536851467536318,0,0.0055720130447672695,0.0004077082715683368,0,0.0,0.292190927957308,0.0008154165431366736,0.0,0,0,0,0.0,0.003895879039430774,Vancomycin
210,SEHE81_6,3.0,17,"[1, 3, 4, 7, 8, 14]",0.0034150499286733243,0,0.00476929386590585,0.0006476818830242512,0,0.0,0.31812956490727534,0.0008243223965763196,0.0,0,0,0,0.0,0.0022963266761768905,Vancomycin
211,SEHE81_6,3.0,17,"[1, 3, 4, 7, 8, 14]",0.0021462264150943398,0,0.004378301886792453,0.00017169811320754717,0,0.0,0.3185,0.0006009433962264151,0.0,0,0,0,0.0,0.001631132075471698,Vancomycin
212,SEHE81_6,3.0,17,"[1, 3, 4, 7, 8, 14]",0.0021587521663778164,0,0.003623619707848477,0.00038549145828175295,0,0.0,0.30276499133448875,0.0006167863332508047,0.0,0,0,0,0.0,0.0016190641247833624,Vancomycin
213,SEHE81_4,1.5,17,"[1, 3, 4, 8, 9]",0.0018823903369357914,0,0.01142581055308328,0.0005916083916083917,0,0.0,0.0,0.0013684678957406231,0.003525746980292435,0,0,0,0.0,0.0,Vancomycin
214,SEHE81_4,1.5,17,"[1, 3, 4, 8, 9]",0.002087482014388489,0,0.01160460431654676,0.000501294964028777,0,0.0,0.0,0.00179568345323741,0.004788489208633093,0,0,0,0.0,0.0,Vancomycin
215,SEHE81_4,1.5,17,"[1, 3, 4, 8, 9]",0.0347717089678511,0,0.19661184433164128,0.008751269035532994,0,0.0,0.0,0.024736920473773266,0.07899478849407783,0,0,0,0.0,0.0,Vancomycin
216,SEHE81_4,1.5,17,"[1, 3, 4, 8, 9]",0.04599762150982419,0,0.21518200620475694,0.011055222337125128,0,0.0,0.0,0.02763805584281282,0.08054519131334022,0,0,0,0.0,0.0,Vancomycin
217,SEHE81_5,1.5,17,"[1, 3, 4, 8, 13]",0.025358910162002948,0,0.04288159057437409,0.007509720176730487,0,0.0,0.0,0.012189690721649486,0.0,0,0,0,0.5031512518409426,0.0,Vancomycin
218,SEHE81_5,1.5,17,"[1, 3, 4, 8, 13]",0.01948890439637125,0,0.029760083740404748,0.004872226099092812,0,0.0,0.0,0.008032588974180042,0.0,0,0,0,0.31485115143056525,0.0,Vancomycin
219,SEHE81_5,1.5,17,"[1, 3, 4, 8, 13]",0.017402660753880268,0,0.029652106430155208,0.0051532150776053215,0,0.0,0.0,0.007687583148558758,0.0,0,0,0,0.3208509977827051,0.0,Vancomycin
220,SEHE81_5,1.5,17,"[1, 3, 4, 8, 13]",0.017144178874325365,0,0.03886013878180416,0.004143176561295297,0,0.0,0.0,0.006714803392444102,0.0,0,0,0,0.30373770239013104,0.0,Vancomycin
221,SEHE81_6,1.5,17,"[1, 3, 4, 7, 8, 14]",0.0023628644665171423,0,0.005063280999679591,0.00043399551425825063,0,0.0,0.28966789490547906,0.0010608779237423905,0.0,0,0,0,0.0,0.002266421018904198,Vancomycin
222,SEHE81_6,1.5,17,"[1, 3, 4, 7, 8, 14]",0.002268565445026178,0,0.005004188481675392,0.0006672251308900524,0,0.0,0.3069235602094241,0.0006672251308900524,0.0,0,0,0,0.0,0.0029357905759162303,Vancomycin
223,SEHE81_6,1.5,17,"[1, 3, 4, 7, 8, 14]",0.0,0,0.010137651821862347,0.0,0,0.0,0.2952591093117408,0.00380161943319838,0.0,0,0,0,0.0,0.0025344129554655866,Vancomycin
